tender_id,project_name,sector,region,country,subregion,value_usd_m,bid_deadline,client,project_start_date,duration_months,esg_requirements,risk_factors,procurement_type,project_complexity,project_scale,description
tid-20447,"hospital in new york, usa",commercial,north america,usa,new york,11.61,2027-03-10,municipality,2027-07-10,75,water conservation,cost overruns,epc,high,small,"open tender for a commercial small-scale project: highway in new york, usa. requires sustainable materials."
tid-20448,"school in kuwait, kuwait",education,middle east,kuwait,kuwait,16.47,2027-02-23,public-private partnership,2027-04-05,88,renewable energy,environmental concerns,epc,medium,small,"open tender for a education small-scale project: smart city in kuwait, kuwait. requires local labor."
tid-20449,"hospital in chile, chile",commercial,latin america,chile,chile,173.78,2027-09-06,state-owned enterprise,2029-01-01,9,water conservation,supply chain delays,negotiated contract,low,medium,"open tender for a commercial medium-scale project: university campus in chile, chile. requires advanced engineering."
tid-20450,"hospital in western cape, south africa",education,africa,south africa,western cape,1111.74,2026-02-01,public-private partnership,2026-09-30,15,green building,unknown,design-build,high,mega,"open tender for a education mega-scale project: wind farm in western cape, south africa. requires local labor."
tid-20451,"data center in mexico, mexico",healthcare,north america,mexico,mexico,118.37,2026-02-08,government,2027-11-09,9,water conservation,geopolitical risks,epc,high,medium,"open tender for a healthcare medium-scale project: railway in mexico, mexico. requires smart city tech."
tid-20452,"residential complex in kwazulu-natal, south africa",commercial,africa,south africa,kwazulu-natal,101.92,2027-05-22,ngo,2028-05-01,12,waste reduction,cost overruns,selective bid,high,medium,"open tender for a commercial medium-scale project: wind farm in kwazulu-natal, south africa. requires local labor."
tid-20453,"shopping mall in quebec, canada",transportation,north america,canada,quebec,114.86,2026-05-19,municipality,2025-06-02,66,water conservation,supply chain delays,selective bid,medium,medium,"open tender for a transportation medium-scale project: port in quebec, canada. requires advanced engineering."
tid-20454,"residential complex in colombia, colombia",commercial,latin america,colombia,colombia,137.08,2027-03-30,utility company,2029-07-07,13,unknown,geopolitical risks,selective bid,high,medium,"open tender for a commercial medium-scale project: data center in colombia, colombia. requires modular construction."
tid-20455,"bridge in egypt, egypt",industrial,africa,egypt,egypt,23.34,2025-12-19,state-owned enterprise,2030-04-29,56,carbon neutrality,unknown,epc,medium,small,"open tender for a industrial small-scale project: stadium in egypt, egypt. requires smart city tech."
tid-20456,"water treatment plant in oman, oman",education,middle east,oman,oman,23.18,2026-05-08,public-private partnership,2027-06-15,93,water conservation,unknown,epc,low,small,"open tender for a education small-scale project: highway in oman, oman. requires bim integration."
tid-20457,"wind farm in uae, uae",transportation,middle east,uae,uae,262.7,2026-12-25,private developer,2028-08-10,63,carbon neutrality,supply chain delays,negotiated contract,low,large,"open tender for a transportation large-scale project: shopping mall in uae, uae. requires local labor."
tid-20458,"dam in algeria, algeria",education,africa,algeria,algeria,455.89,2025-12-22,international agency,2027-04-13,80,renewable energy,environmental concerns,negotiated contract,medium,large,"open tender for a education large-scale project: school in algeria, algeria. requires advanced engineering."
tid-20459,"hospital in germany, germany",industrial,europe,germany,germany,880.08,2028-04-18,private developer,2025-11-20,32,water conservation,unknown,selective bid,medium,large,"open tender for a industrial large-scale project: solar plant in germany, germany. requires advanced engineering."
tid-20460,"airport in nigeria, nigeria",transportation,africa,nigeria,nigeria,978.68,2027-05-23,municipality,2027-12-15,36,community engagement,unknown,open bid,medium,large,"open tender for a transportation large-scale project: solar plant in nigeria, nigeria. requires modular construction."
tid-20461,"metro system in guangdong, china",utilities,asia-pacific,china,guangdong,41.55,2027-07-30,corporate,2029-12-01,26,renewable energy,regulatory changes,negotiated contract,medium,small,"open tender for a utilities small-scale project: shopping mall in guangdong, china. requires local labor."
tid-20462,"university campus in egypt, egypt",utilities,africa,egypt,egypt,2422.57875,2027-08-08,private developer,2026-07-11,27,water conservation,regulatory changes,selective bid,medium,mega,"open tender for a utilities mega-scale project: warehouse in egypt, egypt. requires sustainable materials."
tid-20463,"highway in italy, italy",infrastructure,europe,italy,italy,1201.16,2027-07-19,international agency,2029-07-11,68,unknown,geopolitical risks,selective bid,low,mega,"open tender for a infrastructure mega-scale project: refinery in italy, italy. requires sustainable materials."
tid-20464,"hospital in kwazulu-natal, south africa",utilities,africa,south africa,kwazulu-natal,22.67,2026-07-12,corporate,2027-05-17,86,waste reduction,unknown,negotiated contract,high,small,"open tender for a utilities small-scale project: school in kwazulu-natal, south africa. requires advanced engineering."
tid-20465,"oil pipeline in gauteng, south africa",healthcare,africa,south africa,gauteng,24.89,2025-11-18,public-private partnership,2029-06-18,25,waste reduction,unknown,selective bid,low,small,"open tender for a healthcare small-scale project: highway in gauteng, south africa. requires modular construction."
tid-20466,"water treatment plant in western australia, australia",transportation,australia,australia,western australia,289.85,2025-09-23,public-private partnership,2027-08-19,10,green building,cost overruns,negotiated contract,low,large,"open tender for a transportation large-scale project: smart city in western australia, australia. requires sustainable materials."
tid-20467,"smart city in minas gerais, brazil",infrastructure,latin america,brazil,minas gerais,892.18,2025-08-05,utility company,2029-02-16,11,water conservation,geopolitical risks,open bid,low,large,"open tender for a infrastructure large-scale project: solar plant in minas gerais, brazil. requires sustainable materials."
tid-20468,"smart city in malaysia, malaysia",residential,asia-pacific,malaysia,malaysia,176.64,2026-04-04,public-private partnership,2028-06-12,22,unknown,regulatory changes,open bid,high,medium,"open tender for a residential medium-scale project: high-rise building in malaysia, malaysia. requires modular construction."
tid-20469,"university campus in western australia, australia",industrial,australia,australia,western australia,52.41,2025-11-05,international agency,2028-06-27,83,green building,regulatory changes,design-build,low,medium,"open tender for a industrial medium-scale project: school in western australia, australia. requires bim integration."
tid-20470,"university campus in germany, germany",transportation,europe,germany,germany,526.93,2026-08-16,municipality,2026-01-03,55,renewable energy,environmental concerns,negotiated contract,high,large,"open tender for a transportation large-scale project: airport in germany, germany. requires smart city tech."
tid-20471,"metro system in new south wales, australia",industrial,australia,australia,new south wales,21.06,2027-10-09,utility company,2026-11-28,53,community engagement,geopolitical risks,open bid,medium,small,"open tender for a industrial small-scale project: refinery in new south wales, australia. requires modular construction."
tid-20472,"airport in washington, usa",healthcare,north america,usa,washington,361.63,2027-04-08,corporate,2030-02-02,32,waste reduction,cost overruns,epc,medium,large,"open tender for a healthcare large-scale project: wind farm in washington, usa. requires advanced engineering."
tid-20473,"stadium in south korea, south korea",industrial,asia-pacific,south korea,south korea,228.6,2025-10-09,ngo,2028-10-21,33,renewable energy,geopolitical risks,epc,low,large,"open tender for a industrial large-scale project: residential complex in south korea, south korea. requires local labor."
tid-20474,"water treatment plant in mexico, mexico",industrial,north america,mexico,mexico,719.28,2026-11-23,utility company,2027-08-07,57,water conservation,cost overruns,open bid,medium,large,"open tender for a industrial large-scale project: water treatment plant in mexico, mexico. requires smart city tech."
tid-20475,"metro system in sweden, sweden",residential,europe,sweden,sweden,156.97,2025-10-16,government,2028-02-05,24,community engagement,labor shortages,selective bid,high,medium,"open tender for a residential medium-scale project: railway in sweden, sweden. requires bim integration."
tid-20476,"data center in south korea, south korea",utilities,asia-pacific,south korea,south korea,999.18,2026-02-03,government,2025-07-06,64,waste reduction,regulatory changes,epc,medium,large,"open tender for a utilities large-scale project: school in south korea, south korea. requires advanced engineering."
