win_id,company,project_name,sector,region,country,subregion,value_usd_m,award_date,client,project_duration_months,esg_compliance,contract_type,completion_status,project_scale,description
win-20502,aecom,"wind farm in são paulo, brazil",healthcare,latin america,brazil,são paulo,236.21,2023-01-02,state-owned enterprise,59,carbon neutrality,lump sum,on hold,medium,"aecom secured a healthcare medium-scale contract to build a high-rise building in são paulo, brazil. project emphasizes sustainability."
win-20503,bechtel,"residential complex in queensland, australia",infrastructure,australia,australia,queensland,1781.38,2020-06-12,public-private partnership,26,green building,time and materials,on track,large,"bechtel secured a infrastructure large-scale contract to build a warehouse in queensland, australia. project emphasizes community impact."
win-20504,ferrovial,"dam in mexico, mexico",industrial,north america,mexico,mexico,19.19,2024-08-04,international agency,70,community engagement,lump sum,delayed,small,"ferrovial secured a industrial small-scale contract to build a port in mexico, mexico. project emphasizes safety."
win-20505,acciona,"university campus in algeria, algeria",healthcare,africa,algeria,algeria,1940.16,2021-06-17,private developer,51,carbon neutrality,fixed-price,completed,large,"acciona secured a healthcare large-scale contract to build a warehouse in algeria, algeria. project emphasizes digitalization."
win-20506,bam group,"shopping mall in colombia, colombia",energy,latin america,colombia,colombia,417.59,2024-04-14,state-owned enterprise,70,green building,fixed-price,on hold,medium,"bam group secured a energy medium-scale contract to build a oil pipeline in colombia, colombia. project emphasizes digitalization."
win-20507,gilbane,"smart city in peru, peru",energy,latin america,peru,peru,346.33,2024-12-10,utility company,33,water conservation,fixed-price,on track,medium,"gilbane secured a energy medium-scale contract to build a refinery in peru, peru. project emphasizes safety."
win-20508,thiess,"smart city in chile, chile",residential,latin america,chile,chile,2436.94,2023-12-14,ngo,53,carbon neutrality,unit price,on hold,mega,"thiess secured a residential mega-scale contract to build a shopping mall in chile, chile. project emphasizes sustainability."
win-20509,whiting-turner,"smart city in quebec, canada",transportation,north america,canada,quebec,6024.6849999999995,2022-07-26,utility company,71,water conservation,cost-plus,completed,mega,"whiting-turner secured a transportation mega-scale contract to build a warehouse in quebec, canada. project emphasizes safety."
win-20510,strabag,"school in qatar, qatar",industrial,middle east,qatar,qatar,6024.6849999999995,2024-10-25,corporate,30,renewable energy,lump sum,completed,mega,"strabag secured a industrial mega-scale contract to build a residential complex in qatar, qatar. project emphasizes digitalization."
win-20511,samsung c&t,"data center in saudi arabia, saudi arabia",utilities,middle east,saudi arabia,saudi arabia,2616.92,2022-02-23,international agency,53,water conservation,unit price,completed,mega,"samsung c&t secured a utilities mega-scale contract to build a high-rise building in saudi arabia, saudi arabia. project emphasizes sustainability."
win-20512,whiting-turner,"railway in peru, peru",transportation,latin america,peru,peru,92.55,2023-11-13,utility company,14,green building,lump sum,on hold,small,"whiting-turner secured a transportation small-scale contract to build a university campus in peru, peru. project emphasizes community impact."
win-20513,china state construction,"highway in algeria, algeria",utilities,africa,algeria,algeria,50.76,2023-09-03,state-owned enterprise,33,waste reduction,cost-plus,on hold,small,"china state construction secured a utilities small-scale contract to build a shopping mall in algeria, algeria. project emphasizes innovation."
win-20514,thiess,"railway in sweden, sweden",industrial,europe,sweden,sweden,297.05,2023-08-01,ngo,10,green building,time and materials,on track,medium,"thiess secured a industrial medium-scale contract to build a hospital in sweden, sweden. project emphasizes safety."
win-20515,thiess,"stadium in queensland, australia",residential,australia,australia,queensland,6024.6849999999995,2023-11-14,private developer,42,green building,cost-plus,completed,mega,"thiess secured a residential mega-scale contract to build a metro system in queensland, australia. project emphasizes sustainability."
win-20516,cpb contractors,"refinery in spain, spain",education,europe,spain,spain,959.58,2024-01-28,government,83,water conservation,unit price,completed,large,"cpb contractors secured a education large-scale contract to build a railway in spain, spain. project emphasizes digitalization."
win-20517,snc-lavalin,"power plant in saudi arabia, saudi arabia",infrastructure,middle east,saudi arabia,saudi arabia,28.17,2025-04-22,ngo,17,carbon neutrality,fixed-price,on track,small,"snc-lavalin secured a infrastructure small-scale contract to build a railway in saudi arabia, saudi arabia. project emphasizes safety."
win-20518,bouygues,"solar plant in morocco, morocco",residential,africa,morocco,morocco,66.76,2023-11-09,private developer,51,renewable energy,unit price,cancelled,small,"bouygues secured a residential small-scale contract to build a refinery in morocco, morocco. project emphasizes digitalization."
win-20519,vinci,"stadium in victoria, australia",utilities,australia,australia,victoria,44.99,2023-09-08,ngo,59,waste reduction,cost-plus,cancelled,small,"vinci secured a utilities small-scale contract to build a hospital in victoria, australia. project emphasizes digitalization."
win-20520,vinci,"dam in argentina, argentina",infrastructure,latin america,argentina,argentina,1349.25,2022-10-14,private developer,14,renewable energy,lump sum,completed,large,"vinci secured a infrastructure large-scale contract to build a solar plant in argentina, argentina. project emphasizes community impact."
win-20521,gilbane,"data center in kenya, kenya",education,africa,kenya,kenya,68.49,2022-04-18,corporate,71,green building,time and materials,on hold,small,"gilbane secured a education small-scale contract to build a school in kenya, kenya. project emphasizes safety."
win-20522,obayashi corporation,"port in morocco, morocco",energy,africa,morocco,morocco,2916.14,2024-05-18,state-owned enterprise,61,water conservation,unit price,on hold,mega,"obayashi corporation secured a energy mega-scale contract to build a metro system in morocco, morocco. project emphasizes sustainability."
win-20523,multiplex,"bridge in texas, usa",commercial,north america,usa,texas,1357.51,2024-02-13,government,81,community engagement,fixed-price,on track,large,"multiplex secured a commercial large-scale contract to build a metro system in texas, usa. project emphasizes community impact."
win-20524,dragados,"data center in malaysia, malaysia",infrastructure,asia-pacific,malaysia,malaysia,21.02,2021-05-19,government,45,unknown,unit price,delayed,small,"dragados secured a infrastructure small-scale contract to build a water treatment plant in malaysia, malaysia. project emphasizes sustainability."
win-20525,mccarthy,"smart city in kuwait, kuwait",commercial,middle east,kuwait,kuwait,887.08,2021-11-28,government,31,green building,unit price,on track,large,"mccarthy secured a commercial large-scale contract to build a solar plant in kuwait, kuwait. project emphasizes sustainability."
win-20526,laing o’rourke,"oil pipeline in florida, usa",industrial,north america,usa,florida,15.06,2022-04-19,state-owned enterprise,12,unknown,cost-plus,delayed,small,"laing o’rourke secured a industrial small-scale contract to build a hospital in florida, usa. project emphasizes community impact."
win-20527,laing o’rourke,"university campus in são paulo, brazil",education,latin america,brazil,são paulo,985.7,2025-04-17,utility company,19,carbon neutrality,fixed-price,delayed,large,"laing o’rourke secured a education large-scale contract to build a data center in são paulo, brazil. project emphasizes community impact."
win-20528,multiplex,"smart city in nigeria, nigeria",energy,africa,nigeria,nigeria,262.27,2023-02-08,international agency,68,carbon neutrality,fixed-price,on hold,medium,"multiplex secured a energy medium-scale contract to build a railway in nigeria, nigeria. project emphasizes sustainability."
win-20529,larsen & toubro,"refinery in victoria, australia",energy,australia,australia,victoria,1149.86,2025-01-28,private developer,34,unknown,lump sum,on hold,large,"larsen & toubro secured a energy large-scale contract to build a solar plant in victoria, australia. project emphasizes community impact."
